Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",118.98,$6.67B,2006,Transportation,Aerospace,https://old.nasdaq.com/symbol/pac
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",186.09,$5.58B,n/a,Transportation,Aerospace,https://old.nasdaq.com/symbol/asr
AVAL,Grupo Aval Acciones y Valores S.A.,8.76,$9.76B,2014,Finance,Commercial Banks,https://old.nasdaq.com/symbol/aval
SUPV,Grupo Supervielle S.A.,3.7,$337.97M,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv
TV,Grupo Televisa S.A.,11.75,$6.77B,1993,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv
GSAH,GS Acquisition Holdings Corp.,10.95,$944.44M,2018,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/gsah
GSAH.U,GS Acquisition Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/gsah.u
GSAH.WS,GS Acquisition Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gsah.ws
GSX,GSX Techedu Inc.,21.56,$5.08B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gsx
GTT,"GTT Communications, Inc.",10.13,$573.87M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/gtt
GSH,Guangshen Railway Company Limited,16.9,$2.39B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/gsh
GES,"Guess?, Inc.",21.93,$1.44B,1996,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ges
GGM,Guggenheim Credit Allocation Fund,19.84,$153.27M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ggm
GPM,Guggenheim Enhanced Equity Income Fund,8,$385.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gpm
GOF,Guggenheim Strategic Opportunities Fund,18.49,$683.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gof
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,23.45,$408.68M,2010,n/a,n/a,https://old.nasdaq.com/symbol/gbab
GWRE,"Guidewire Software, Inc.",107.21,$8.85B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/gwre
HRB,"H&R Block, Inc.",23.4,$4.57B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/hrb
FUL,H. B. Fuller Company,51.91,$2.65B,n/a,Basic Industries,Home Furnishings,https://old.nasdaq.com/symbol/ful
HAE,Haemonetics Corporation,117.99,$5.98B,1991,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hae
HAL,Halliburton Company,24.89,$21.85B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hal
HBB,Hamilton Beach Brands Holding Company,18.74,$253.3M,2017,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/hbb
HBI,Hanesbrands Inc.,14.74,$5.33B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/hbi
HNGR,"Hanger, Inc.",27.35,$1.02B,2018,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hngr
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",32.46,$2.13B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hasi
HOG,"Harley-Davidson, Inc.",37.92,$5.85B,n/a,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/hog
HMY,Harmony Gold Mining Company Limited,3.22,$1.72B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hmy
HSC,Harsco Corporation,23.51,$1.85B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",3.7,$23.31M,1993,Technology,Advertising,https://old.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",28.86,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",60.1,$21.66B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hig
HIG^G,"Hartford Financial Services Group, Inc. (The)",27.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hig^g
HVT,"Haverty Furniture Companies, Inc.",20.12,$394.87M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",46.7,$5.09B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/he
HCHC,"HC2 Holdings, Inc.",2.15,$98.76M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/hchc
HCA,"HCA Healthcare, Inc.",148.76,$50.46B,2011,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",46.27,$368.34M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hci
HDB,HDFC Bank Limited,63.77,$116.39B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb
HR,Healthcare Realty Trust Incorporated,32.65,$4.37B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",29.97,$6.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hta
PEAK,"Healthpeak Properties, Inc.",33.42,$16.54B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peak
HL,Hecla Mining Company,3.26,$1.62B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,51.5,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,116.53,$15.67B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",9.74,$1.45B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",45.43,$4.93B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hp
HLF,Herbalife Nutrition Ltd.,47.89,$7.05B,2004,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,49.82,$1.44B,2016,n/a,n/a,https://old.nasdaq.com/symbol/hri
HCXY,"Hercules Capital, Inc.",26.5869,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxy
HCXZ,"Hercules Capital, Inc.",25.7667,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/hcxz
HTGC,"Hercules Capital, Inc.",14.1,$1.48B,2012,n/a,n/a,https://old.nasdaq.com/symbol/htgc
HRTG,"Heritage Insurance Holdings, Inc.",12.92,$381.58M,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hrtg
PSV,Hermitage Offshore Services Ltd.,1.04,$23.42M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/psv
HT,Hersha Hospitality Trust,14.57,$562.56M,1999,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,25.26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,25.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,25.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),146.31,$30.57B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",16.13,$2.29B,2016,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/htz
HES,Hess Corporation,66.89,$20.38B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hes
HESM,Hess Midstream LP,22.41,$1.22B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hesm
HPE,Hewlett Packard Enterprise Company,15.84,$20.48B,2015,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,74.46,$6.28B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hxl
HEXO,HEXO Corp.,1.91,$491.13M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/hexo
HCR,Hi-Crush Inc.,0.8,$80.76M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hcr
PCF,High Income Securities Fund,8.9467,$49.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcf
HGLB,Highland Global Allocation Fund,9.46,$214.09M,2019,n/a,n/a,https://old.nasdaq.com/symbol/hglb
HFRO,Highland Income Fund,12.44,$894.09M,2017,n/a,n/a,https://old.nasdaq.com/symbol/hfro
HFRO^A,Highland Income Fund,25.267,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hfro^a
HPR,HighPoint Resources Corporation,1.8,$384.62M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/hpr
HIW,"Highwoods Properties, Inc.",47.95,$4.97B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",3.06,$171.86M,2018,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,33.06,$2.47B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,114.01,$7.61B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,24.53,$2.22B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,34.48,$2.95B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,111.28,$31.4B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/hlt
HNI,HNI Corporation,37.63,$1.61B,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,15.54,$516.96M,2014,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,26.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",22.74,$2.4B,2004,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,51.76,$8.35B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",219.21,$239.12B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",28.82,$50.48B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,176.43,$126.07B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,43.3,$1.78B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,3.4,$86.32M,2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/hzn
HTFA,Horizon Technology Finance Corporation,25.41,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/htfa
HRL,Hormel Foods Corporation,45.4,$24.28B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/hrl
HST,"Host Hotels & Resorts, Inc.",18.7,$13.41B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",48.68,$3.19B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,21.08,$129.14M,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),124.05,$5.36B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hhc
HPQ,HP Inc.,20.56,$29.88B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hpq
HSBC,HSBC Holdings plc,38.78,$157.54B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,26.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hsbc^a
HMI,Huami Corporation,11.86,$726.91M,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",20.01,$7.85B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,148.78,$8.09B,2015,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",157.13,$6.73B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,4.01,$1.05B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm
HUD,Hudson Ltd.,14.69,$1.36B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",36.68,$5.68B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp
HUM,Humana Inc.,367.76,$48.7B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum
HCFT,"Hunt Companies Finance Trust, Inc.",3.28,$77.7M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hcft
HII,"Huntington Ingalls Industries, Inc.",255.49,$10.45B,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,24.5,$5.52B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun
HUYA,HUYA Inc.,17.58,$3.85B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya
H,Hyatt Hotels Corporation,89.48,$9.19B,2009,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",57.22,$953.68M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy
IAA,"IAA, Inc.",46.98,$6.27B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa
IAG,Iamgold Corporation,3.44,$1.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,15.07,$48.73B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",106.07,$5.35B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida
IEX,IDEX Corporation,173.36,$13.19B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
IDT,IDT Corporation,7.18,$190.29M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt
INFO,IHS Markit Ltd.,75.41,$30.24B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,181.07,$58.2B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw
IMAX,Imax Corporation,21.06,$1.29B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",0.9751,$74.38M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd
IHC,Independence Holding Company,42.21,$626.81M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",13.9,$1.26B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",20.96,$563.92M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",52.05,$2.6B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba
INFY,Infosys Limited,10.29,$43.63B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
ING,"ING Group, N.V.",11.98,$46.68B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing
ISG,"ING Group, N.V.",26.5,n/a,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/isg
IR,Ingersoll-Rand plc (Ireland),134.8,$32.3B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,90.08,$3.77B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,92.09,$6.15B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",75.26,$892.12M,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",29.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,74.72,$3.41B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,20.05,$214.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",88.01,$3.52B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",72.71,$1.75B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",70.35,$2.11B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",48.6,$1.85B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,81.23,$2.65B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr
I,Intelsat S.A.,6.81,$960.21M,2013,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,92.36,$51.43B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,67.72,$12.33B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
IFS,Intercorp Financial Services Inc.,40.85,$4.52B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
IBM,International Business Machines Corporation,135.55,$120.05B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",123.95,$13.24B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",46.52,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft
IGT,International Game Technology,14.89,$3.04B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt
IP,International Paper Company,46.27,$18.14B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",29.4,$860.67M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",25.8034,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insw^a
IPG,"Interpublic Group of Companies, Inc. (The)",23.03,$8.93B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg
INXN,InterXion Holding N.V.,81.95,$6.28B,2011,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/inxn
IPI,"Intrepid Potash, Inc",2.68,$353.68M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi
IVC,Invacare Corporation,9.2,$309.65M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,19.67,$223.79M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,12.7,$607.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.15,$702.23M,2007,n/a,n/a,https://old.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,10.57,$253.8M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,10.43,$91.55M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,14.18,$92.1M,1989,n/a,n/a,https://old.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,17.16,$2.45B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,26.9988,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,26.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,26.2413,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.88,$374.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,12.4,$835.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,12.32,$681.55M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,13.18,$314.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,18.18,$8.25B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12.52,$662.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.2,$642.73M,1998,n/a,n/a,https://old.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,13.6,$264.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.72,$689.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,15.29,$719.49M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iim
IRET,Investors Real Estate Trust,72.37,$841.31M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,26.2475,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,16.58,$1.62B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,29.18,$15.71B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,8.96,$127.25M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",154.87,$30.05B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,31.74,$9.11B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,6.98,$405.55M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.72,$6.04B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
STAR          ,iStar Inc.,13.88,$862.89M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.558,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,25.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,8.71,$2.98B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,8.95,$87.22B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITT,ITT Inc.,74.16,$6.5B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,13.83,$229.16M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,137.2,$430.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPM^C,J P Morgan Chase & Co,28.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^c
JPM^D,J P Morgan Chase & Co,27.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^d
JPM^F,J P Morgan Chase & Co,25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,25.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.8,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^h
JPM^J,J P Morgan Chase & Co,25.75,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^j
JAX,"J. Alexander&#39;s Holdings, Inc.",9.66,$144.51M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",1.08,$47.56M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
JCP,"J.C. Penney Company, Inc. Holding Company",1.1,$352M,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),103.37,$11.79B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,41.6,$6.37B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
J,Jacobs Engineering Group Inc.,90.4,$12.05B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JAG,Jagged Peak Energy Inc.,8.35,$1.78B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,20.04,$8.87B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,24.74,$4.55B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,8.9071,$252.37M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,39.73,$5.33B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,21.11,$6.33B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
